Id,YearBuilt,YearRemodAdd,YrSold,Time_Grg,LotFrontage,LotArea,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,SalePrice,LotShape,LandSlope,HouseStyle,OverallQual,OverallCond,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,HeatingQC,KitchenQual,FireplaceQu,GarageQual,GarageCond,PoolQC,Fence,MSZoning,Street,LandContour,Utilities,LotConfig,Neighborhood,Condition1,Condition2,BldgType,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,Foundation,Heating,CentralAir,Functional,PavedDrive,SaleType,SaleCondition,Alley,BsmtFinType1,BsmtFinType2,GarageType,GarageFinish,MiscFeature,MasVnrType,Electrical,MSSubClass
1289,2000,2000,2009,9,40.0,5664,0.0,1158,0,343,1501,1659,0,0,1659,1,0,2,0,2,1,5,1,2,499,212,59,0,0,0,0,0,10,278000,IR1,Gtl,1Story,8,5,Gd,TA,Gd,TA,No,Ex,Ex,Ex,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,StoneBr,Norm,Norm,TwnhsE,Gable,CompShg,CemntBd,CmentBd,PConc,GasA,Y,Typ,Y,WD,Normal,NA,GLQ,Unf,Attchd,Fin,NA,None,SBrkr,120
1290,2006,2006,2006,0,86.0,11065,788.0,0,0,1085,1085,1120,850,0,1970,0,0,2,1,3,1,8,1,3,753,177,74,0,0,0,0,0,10,281000,IR1,Gtl,2Story,8,5,Gd,TA,Gd,TA,Mn,Ex,Ex,Gd,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,NridgHt,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,New,Partial,NA,Unf,Unf,BuiltIn,Fin,NA,Stone,SBrkr,60
1291,1964,1964,2010,46,87.6,14112,86.0,1014,0,138,1152,1152,0,0,1152,1,0,1,0,3,1,6,1,2,484,227,0,0,0,0,0,0,4,180500,IR1,Gtl,SLvl,5,7,TA,TA,TA,TA,Av,TA,TA,Gd,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Corner,NAmes,Norm,Norm,1Fam,Hip,CompShg,Wd Sdng,HdBoard,PConc,GasA,Y,Typ,Y,WD,Normal,NA,GLQ,Unf,Attchd,RFn,NA,BrkFace,SBrkr,80
1292,1972,1972,2009,37,21.0,1680,268.0,231,0,399,630,630,672,0,1302,0,0,2,1,3,1,6,0,1,264,185,0,0,0,0,0,0,2,119500,Reg,Gtl,2Story,5,7,TA,TA,TA,TA,No,TA,TA,NA,TA,TA,NA,NA,RM,Pave,Lvl,AllPub,Inside,BrDale,Norm,Norm,Twnhs,Gable,CompShg,CemntBd,CmentBd,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,ALQ,Unf,Detchd,Unf,NA,BrkFace,SBrkr,160
1293,1892,1965,2009,24,60.0,6600,0.0,0,0,994,994,1378,994,0,2372,0,0,2,0,4,2,11,0,1,432,0,287,0,0,0,0,0,12,107500,Reg,Gtl,2Story,5,4,TA,TA,TA,TA,No,TA,TA,NA,TA,TA,NA,NA,RM,Pave,Lvl,AllPub,Corner,OldTown,Norm,Norm,1Fam,Gable,CompShg,Wd Sdng,Wd Sdng,Stone,GasA,N,Min2,Y,WD,Normal,NA,Unf,Unf,Attchd,RFn,NA,None,SBrkr,70
1294,1976,1976,2006,30,78.0,10140,0.0,194,0,638,832,832,832,0,1664,0,0,2,1,4,1,8,1,2,528,0,28,0,0,259,0,0,3,162900,Reg,Gtl,2Story,7,5,TA,TA,Gd,TA,No,TA,TA,TA,TA,TA,NA,GdWo,RL,Pave,Lvl,AllPub,Inside,NWAmes,Norm,Norm,1Fam,Gable,CompShg,HdBoard,HdBoard,PConc,GasA,Y,Typ,Y,WD,Normal,NA,GLQ,Unf,Attchd,RFn,NA,None,SBrkr,60
1295,1955,1990,2006,49,60.0,8172,0.0,167,0,697,864,864,0,0,864,1,0,1,0,2,1,5,0,2,572,0,0,0,0,0,0,0,4,115000,Reg,Gtl,1Story,5,7,TA,TA,TA,TA,No,TA,TA,NA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,Edwards,Norm,Norm,1Fam,Hip,CompShg,WdShing,Plywood,CBlock,GasA,Y,Typ,N,WD,Normal,NA,Rec,Unf,Detchd,Unf,NA,None,SBrkr,20
1296,1968,1968,2006,38,70.0,8400,168.0,1016,0,36,1052,1052,0,0,1052,1,0,1,1,3,1,5,0,1,288,356,0,0,0,0,0,0,11,138500,Reg,Gtl,1Story,5,5,TA,TA,TA,TA,Av,Gd,TA,NA,TA,TA,NA,GdWo,RL,Pave,Lvl,AllPub,Inside,NAmes,Feedr,Norm,1Fam,Hip,CompShg,HdBoard,HdBoard,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,BLQ,Unf,Attchd,RFn,NA,BrkFace,SBrkr,20
1297,1963,1963,2008,45,80.0,8700,148.0,776,0,344,1120,1128,0,0,1128,1,0,2,0,3,1,6,0,2,525,192,20,123,0,0,0,0,12,155000,Reg,Gtl,1Story,5,6,TA,Gd,TA,TA,Mn,Gd,TA,NA,TA,TA,NA,MnPrv,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,Hip,CompShg,MetalSd,MetalSd,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,ALQ,Unf,Attchd,RFn,NA,BrkFace,SBrkr,20
1298,2005,2006,2006,1,35.0,3675,82.0,547,0,0,547,1072,0,0,1072,1,0,2,0,2,1,5,0,2,525,0,44,0,0,0,0,0,6,140000,Reg,Gtl,SFoyer,6,5,TA,TA,Gd,TA,Gd,Gd,TA,NA,TA,TA,NA,NA,RM,Pave,Lvl,AllPub,Inside,Edwards,Norm,Norm,TwnhsE,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,New,Partial,NA,GLQ,Unf,Basment,Fin,NA,BrkFace,SBrkr,180
1299,2008,2008,2008,0,313.0,63887,796.0,5644,0,466,6110,4692,950,0,5642,2,0,2,1,3,1,12,3,2,1418,214,292,0,0,0,480,0,1,160000,IR3,Gtl,2Story,10,5,Ex,TA,Ex,TA,Gd,Ex,Ex,Gd,TA,TA,Gd,NA,RL,Pave,Bnk,AllPub,Corner,Edwards,Feedr,Norm,1Fam,Hip,ClyTile,Stucco,Stucco,PConc,GasA,Y,Typ,Y,New,Partial,NA,GLQ,Unf,Attchd,Fin,NA,Stone,SBrkr,60
1300,1959,1994,2010,51,75.0,7500,0.0,340,906,0,1246,1246,0,0,1246,1,0,1,1,3,1,6,0,1,305,218,0,0,0,0,0,0,5,154000,Reg,Gtl,1Story,5,7,TA,TA,TA,TA,No,Ex,Gd,NA,TA,TA,NA,GdPrv,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,Hip,CompShg,BrkFace,BrkFace,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,LwQ,Rec,Attchd,RFn,NA,None,SBrkr,20
1301,1999,1999,2009,10,67.8,10762,344.0,694,0,284,978,1005,978,0,1983,0,0,2,1,3,1,9,1,2,490,0,0,0,0,0,0,0,5,225000,IR1,Gtl,2Story,7,5,Gd,TA,Gd,TA,No,Ex,Gd,TA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,CulDSac,Gilbert,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,WD,Normal,NA,GLQ,Unf,Attchd,Fin,NA,None,SBrkr,60
1302,1942,1950,2009,67,61.2,7500,0.0,547,0,224,771,753,741,0,1494,0,0,1,0,3,1,7,2,1,213,0,0,0,0,224,0,0,11,177500,IR1,Gtl,2Story,6,7,TA,TA,TA,TA,No,Fa,Gd,Gd,TA,TA,NA,NA,RL,Pave,Bnk,AllPub,Inside,Crawfor,Norm,Norm,1Fam,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,GasA,Y,Typ,P,WD,Normal,NA,BLQ,Unf,Attchd,Unf,NA,None,SBrkr,70
1303,1994,1994,2006,12,92.0,10120,391.0,740,0,425,1165,1203,1323,0,2526,1,0,2,1,4,1,8,1,3,844,309,78,0,0,0,0,0,12,290000,Reg,Gtl,2Story,8,5,Gd,TA,Gd,TA,No,Ex,Gd,TA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,NoRidge,Norm,Norm,1Fam,Hip,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,WD,Normal,NA,GLQ,Unf,Attchd,RFn,NA,BrkFace,SBrkr,60
1304,2005,2005,2006,1,73.0,8688,228.0,0,0,1616,1616,1616,0,0,1616,0,0,2,0,3,1,7,0,3,834,208,59,0,0,0,0,0,4,232000,Reg,Gtl,1Story,7,5,Gd,TA,Gd,TA,Av,Ex,Gd,NA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,Somerst,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,WD,Normal,NA,Unf,Unf,Attchd,RFn,NA,BrkFace,SBrkr,20
1305,2004,2004,2006,2,32.0,3363,117.0,0,0,976,976,976,732,0,1708,0,0,2,0,3,1,7,0,2,380,0,40,0,0,0,0,0,4,130000,Reg,Gtl,2Story,7,5,Gd,TA,Gd,TA,No,Ex,Gd,NA,TA,TA,NA,NA,RM,Pave,Lvl,AllPub,Inside,Edwards,Norm,Norm,TwnhsE,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Maj1,Y,WD,Normal,NA,Unf,Unf,Detchd,Unf,NA,Stone,SBrkr,160
1306,2006,2007,2009,3,108.0,13173,300.0,1572,0,80,1652,1652,0,0,1652,1,0,2,0,2,1,6,2,2,840,404,102,0,0,0,0,0,11,325000,IR1,Gtl,1Story,9,5,Gd,TA,Ex,TA,No,Ex,Ex,Ex,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Corner,NridgHt,Norm,Norm,1Fam,Hip,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,WD,Normal,NA,GLQ,Unf,Attchd,Fin,NA,Stone,SBrkr,20
1307,2005,2006,2006,1,48.0,6955,94.0,0,0,1368,1368,1368,0,0,1368,0,0,2,0,2,1,6,1,2,474,132,35,0,0,0,0,0,9,202500,IR1,Gtl,1Story,7,5,Gd,TA,Gd,TA,No,Ex,Gd,Gd,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,NridgHt,Norm,Norm,TwnhsE,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,New,Partial,NA,Unf,Unf,Attchd,RFn,NA,Stone,SBrkr,120
1308,1994,1995,2009,9,60.0,8072,0.0,746,0,244,990,990,0,0,990,1,0,1,0,3,1,5,0,2,480,0,64,0,0,0,0,0,5,138000,Reg,Gtl,1Story,5,5,TA,Gd,Gd,Gd,No,Ex,TA,NA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,WD,Normal,NA,ALQ,Unf,Detchd,Unf,NA,None,SBrkr,20
1309,1948,2005,2008,60,100.0,12000,0.0,144,608,172,924,1122,0,0,1122,1,0,1,0,2,1,6,0,2,528,0,36,0,0,0,0,0,5,147000,Reg,Gtl,1Story,5,7,TA,TA,TA,TA,No,Ex,Gd,NA,TA,TA,NA,GdWo,RM,Pave,Lvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,Gable,CompShg,MetalSd,MetalSd,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,GLQ,ALQ,Attchd,Unf,NA,None,SBrkr,20
1310,1991,1991,2008,17,52.6,7153,88.0,1200,0,78,1278,1294,0,0,1294,1,0,2,0,3,1,6,0,2,496,112,51,0,0,0,0,0,6,179200,Reg,Gtl,1Story,6,5,TA,TA,Gd,TA,No,Gd,Gd,NA,TA,TA,NA,GdWo,RL,Pave,Lvl,AllPub,Inside,SawyerW,Norm,Norm,1Fam,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,GLQ,Unf,Attchd,RFn,NA,BrkFace,SBrkr,20
1311,1959,2002,2010,51,100.0,17500,0.0,1406,0,496,1902,1902,0,0,1902,1,0,2,0,3,1,7,2,2,567,0,207,162,0,0,0,0,5,335000,Reg,Gtl,1Story,7,8,Gd,Gd,Gd,TA,Av,TA,Ex,TA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,Crawfor,PosA,Norm,1Fam,Gable,CompShg,BrkFace,HdBoard,PConc,GasA,Y,Typ,Y,WD,Normal,NA,GLQ,Unf,Attchd,Fin,NA,None,SBrkr,20
1312,2005,2007,2007,2,68.0,8814,80.0,925,0,349,1274,1274,0,0,1274,1,0,2,0,3,1,6,0,2,508,264,98,0,0,0,0,0,1,203000,Reg,Gtl,1Story,7,5,Gd,TA,Gd,TA,No,Ex,Gd,NA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,New,Partial,NA,GLQ,Unf,Attchd,RFn,NA,BrkFace,SBrkr,20
1313,1990,1990,2007,17,84.8,9572,336.0,482,0,971,1453,1453,1357,0,2810,0,0,2,1,4,1,9,1,2,750,500,0,0,0,0,0,0,6,302000,IR1,Gtl,2Story,8,5,Gd,TA,Ex,TA,No,Ex,Gd,Ex,Gd,Gd,NA,NA,RL,Pave,Lvl,AllPub,Inside,NoRidge,Norm,Norm,1Fam,Gable,CompShg,Wd Sdng,Wd Sdng,PConc,GasA,Y,Typ,Y,WD,Normal,NA,GLQ,Unf,Attchd,RFn,NA,BrkFace,SBrkr,60
1314,1999,1999,2010,11,108.0,14774,165.0,0,0,1393,1393,1422,1177,0,2599,0,0,2,1,4,1,10,1,3,779,668,30,0,0,0,0,0,5,333168,IR1,Gtl,2Story,9,5,Gd,TA,Gd,TA,No,Ex,Gd,TA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Corner,NoRidge,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,WD,Normal,NA,Unf,Unf,BuiltIn,Fin,NA,BrkFace,SBrkr,60
1315,1954,1954,2007,51,60.0,8190,0.0,732,0,216,948,948,0,0,948,1,0,1,0,3,1,5,1,1,280,0,36,0,0,0,0,0,10,119000,Reg,Gtl,1Story,4,6,TA,TA,TA,TA,No,Ex,TA,TA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,Edwards,Norm,Norm,1Fam,Hip,CompShg,Wd Sdng,Wd Sdng,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,Rec,Unf,Detchd,Unf,NA,None,SBrkr,20
1316,1969,1969,2008,39,85.0,11075,0.0,500,276,176,952,1092,1020,0,2112,0,0,2,1,4,1,9,2,2,576,280,0,0,0,0,0,0,6,206900,Reg,Gtl,2Story,6,5,TA,TA,Fa,TA,Mn,TA,TA,Gd,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,ALQ,LwQ,Attchd,Unf,NA,None,SBrkr,60
1317,2008,2008,2009,1,61.0,10226,270.0,0,0,1622,1622,1630,0,0,1630,1,0,2,0,3,1,8,1,3,860,172,42,0,0,0,0,0,1,295493,IR1,Gtl,1Story,8,5,Gd,TA,Ex,TA,Gd,Ex,Ex,Gd,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,WD,Normal,NA,Unf,Unf,Attchd,RFn,NA,Stone,SBrkr,20
1318,2006,2007,2007,1,47.0,4230,0.0,0,0,1352,1352,1352,0,0,1352,0,0,2,0,2,1,5,1,2,466,0,241,0,0,0,0,0,4,208900,Reg,Gtl,1Story,7,5,Gd,TA,Ex,Gd,No,Ex,Gd,Gd,TA,TA,NA,NA,FV,Pave,Lvl,AllPub,Corner,Somerst,Norm,Norm,TwnhsE,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,New,Partial,Pave,Unf,Unf,Attchd,RFn,NA,None,SBrkr,120
1319,2001,2002,2006,5,78.2,14781,178.0,0,0,1753,1753,1787,0,0,1787,0,0,2,0,3,1,7,1,3,748,198,150,0,0,0,0,0,8,275000,IR2,Gtl,1Story,8,5,Gd,TA,Gd,TA,Gd,Ex,Gd,TA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,CulDSac,CollgCr,Norm,Norm,1Fam,Hip,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,WD,Normal,NA,Unf,Unf,Attchd,RFn,NA,BrkFace,SBrkr,20
1320,1954,1954,2007,53,75.0,10215,132.0,492,0,372,864,948,0,0,948,0,0,1,0,3,1,5,0,1,248,0,0,0,0,0,0,0,2,111000,Reg,Gtl,1Story,4,5,TA,TA,TA,TA,No,Ex,TA,NA,TA,TA,NA,NA,RL,Pave,Bnk,AllPub,Inside,Edwards,Norm,Norm,1Fam,Hip,CompShg,Wd Sdng,Wd Sdng,PConc,GasA,Y,Typ,Y,WD,Normal,NA,ALQ,Unf,Attchd,Unf,NA,BrkFace,SBrkr,20
1321,1957,1957,2009,52,70.0,8400,0.0,189,661,628,1478,1478,0,0,1478,1,0,1,1,3,1,6,2,2,442,114,0,0,0,216,0,0,6,156500,Reg,Gtl,1Story,6,3,TA,TA,TA,TA,No,Gd,TA,Gd,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,Hip,CompShg,BrkFace,BrkFace,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,ALQ,Rec,Attchd,RFn,NA,None,SBrkr,20
1322,1949,1950,2008,53,53.0,6627,0.0,0,0,0,0,720,0,0,720,0,0,1,0,2,1,4,0,1,287,0,0,0,0,0,0,0,7,72500,IR1,Gtl,1Story,3,6,TA,TA,NA,NA,NA,TA,TA,NA,TA,Fa,NA,NA,RL,Pave,Lvl,AllPub,Corner,BrkSide,Feedr,Norm,1Fam,Hip,CompShg,VinylSd,VinylSd,CBlock,Floor,N,Typ,Y,WD,Normal,NA,NA,NA,Detchd,Unf,NA,None,SBrkr,20
1323,1992,1992,2010,18,107.0,10186,0.0,674,0,76,750,1061,862,0,1923,1,0,2,1,3,1,8,1,2,564,240,39,0,0,0,0,0,6,190000,IR1,Gtl,2Story,7,5,Gd,TA,Gd,TA,No,Ex,Gd,TA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,NoRidge,Norm,Norm,1Fam,Gable,CompShg,HdBoard,HdBoard,PConc,GasA,Y,Typ,Y,WD,Normal,NA,GLQ,Unf,Attchd,RFn,NA,None,SBrkr,60
1324,1940,1950,2009,0,50.0,5330,0.0,280,0,140,420,708,0,0,708,0,0,1,0,2,1,5,0,0,0,164,0,0,0,0,0,0,12,82500,Reg,Gtl,1Story,4,7,Fa,TA,TA,TA,No,Gd,Fa,NA,NA,NA,NA,NA,RL,Pave,HLS,AllPub,Inside,BrkSide,Norm,Norm,1Fam,Hip,CompShg,VinylSd,VinylSd,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,LwQ,Unf,NA,NA,NA,None,SBrkr,30
1325,2006,2007,2007,0,75.0,9986,428.0,0,0,1795,1795,1795,0,0,1795,0,0,2,0,2,1,7,1,3,895,0,49,0,0,0,0,0,2,147000,Reg,Gtl,1Story,8,5,Gd,TA,Ex,TA,Av,Ex,Gd,Gd,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,Somerst,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,New,Partial,NA,Unf,Unf,Attchd,RFn,NA,BrkFace,SBrkr,20
1326,1922,1950,2008,0,40.0,3636,0.0,0,0,796,796,796,0,0,796,0,0,1,0,2,1,5,0,0,0,0,0,100,0,0,0,0,1,55000,Reg,Gtl,1Story,4,4,TA,TA,TA,Fa,No,Fa,TA,NA,NA,NA,NA,MnPrv,RM,Pave,Lvl,AllPub,Inside,IDOTRR,Norm,Norm,1Fam,Gable,CompShg,AsbShng,AsbShng,BrkTil,GasA,N,Typ,N,WD,Normal,NA,Unf,Unf,NA,NA,NA,None,SBrkr,30
1327,1931,2006,2007,0,70.0,4270,0.0,544,0,0,544,774,0,0,774,0,0,1,0,3,1,6,0,0,0,0,0,286,0,0,0,0,5,79000,Reg,Mod,1Story,3,6,TA,TA,TA,TA,No,Ex,Gd,NA,NA,NA,NA,NA,RH,Pave,Bnk,AllPub,Inside,Edwards,Norm,Norm,1Fam,Gable,CompShg,MetalSd,MetalSd,BrkTil,GasA,Y,Typ,Y,WD,Normal,NA,Rec,Unf,NA,NA,NA,None,SBrkr,30
1328,1982,2008,2008,26,60.0,6600,0.0,641,0,175,816,816,0,0,816,0,1,1,0,3,1,5,1,1,264,0,0,0,0,0,0,0,10,130500,Reg,Gtl,1Story,5,9,Gd,Gd,TA,TA,No,Ex,Gd,Ex,TA,TA,NA,MnPrv,RL,Pave,Lvl,AllPub,Inside,Mitchel,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,ALQ,Unf,Attchd,Unf,NA,None,SBrkr,20
1329,1920,1950,2008,88,60.0,10440,0.0,493,0,1017,1510,1584,1208,0,2792,0,0,2,0,5,1,8,2,2,520,0,547,0,0,480,0,1150,6,256000,Reg,Gtl,1.5Fin,6,7,Gd,Gd,Gd,TA,No,Ex,TA,TA,Fa,TA,NA,MnPrv,RM,Pave,Lvl,AllPub,Corner,OldTown,Norm,Norm,1Fam,Gable,CompShg,BrkFace,Wd Sdng,BrkTil,GasW,Y,Mod,Y,WD,Normal,Grvl,LwQ,Unf,Detchd,Unf,Shed,None,SBrkr,50
1330,1998,1998,2006,8,63.0,9084,0.0,0,0,935,935,955,677,0,1632,0,0,2,1,3,1,8,1,2,462,0,28,0,0,0,0,0,6,176500,IR1,Gtl,2Story,7,5,TA,TA,Gd,TA,No,Gd,TA,TA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,Gilbert,Norm,Norm,1Fam,Hip,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,WD,Normal,NA,Unf,Unf,Attchd,Fin,NA,None,SBrkr,60
1331,2006,2006,2007,1,85.0,10000,410.0,0,0,1588,1588,1588,0,0,1588,0,0,2,0,3,1,7,1,3,825,144,45,0,0,0,0,0,12,227000,Reg,Gtl,1Story,8,5,Gd,TA,Gd,Gd,Av,Ex,Gd,Gd,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,Somerst,Norm,Norm,1Fam,Hip,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,WD,Normal,NA,Unf,Unf,Attchd,RFn,NA,Stone,SBrkr,20
1332,1976,1976,2006,30,55.0,10780,0.0,483,0,428,911,954,0,0,954,0,0,1,0,3,1,6,0,2,576,0,0,0,0,0,0,0,7,132500,IR1,Gtl,SLvl,5,5,TA,TA,TA,TA,Av,Gd,TA,NA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,Gable,CompShg,MetalSd,MetalSd,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,ALQ,Unf,Detchd,Unf,NA,None,SBrkr,80
1333,1938,1958,2009,51,67.0,8877,0.0,690,0,126,816,816,0,0,816,1,0,1,0,2,1,3,1,1,288,0,0,0,0,0,0,0,5,100000,Reg,Mod,1Story,4,6,TA,TA,TA,TA,Mn,Ex,TA,Gd,Fa,Fa,NA,NA,RL,Pave,Lvl,AllPub,Inside,Edwards,Norm,Norm,1Fam,Gable,CompShg,MetalSd,MetalSd,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,ALQ,Unf,Detchd,Unf,NA,None,SBrkr,20
1334,1938,1995,2006,55,60.0,7200,0.0,0,0,803,803,803,557,0,1360,0,0,1,1,2,1,6,0,1,297,0,65,190,0,0,0,0,7,125500,Reg,Gtl,1.5Fin,5,6,TA,TA,TA,TA,No,Ex,Gd,NA,TA,TA,NA,MnPrv,RM,Pave,Lvl,AllPub,Corner,IDOTRR,Norm,Norm,1Fam,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,Unf,Unf,Detchd,Unf,NA,None,SBrkr,50
1335,1970,1970,2009,39,24.0,2368,312.0,765,0,0,765,765,600,0,1365,0,0,1,1,3,1,7,0,2,440,0,36,0,0,0,0,0,5,125000,Reg,Gtl,2Story,5,6,TA,TA,TA,TA,No,TA,TA,NA,TA,TA,NA,NA,RM,Pave,Lvl,AllPub,Inside,BrDale,Norm,Norm,TwnhsE,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,Y,Min1,Y,WD,Normal,NA,LwQ,Unf,Attchd,Unf,NA,None,SBrkr,160
1336,1977,1977,2009,32,80.0,9650,360.0,686,0,664,1350,1334,0,0,1334,0,1,2,0,2,1,6,1,2,630,0,16,0,0,0,0,0,4,167900,Reg,Gtl,1Story,6,5,TA,TA,Gd,TA,No,TA,TA,TA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,NWAmes,Norm,Norm,1Fam,Gable,CompShg,Plywood,Plywood,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,ALQ,Unf,Attchd,RFn,NA,BrkFace,SBrkr,20
1337,1973,1973,2008,35,87.0,9246,564.0,0,0,1656,1656,1656,0,0,1656,0,0,2,0,4,2,8,0,2,506,0,211,0,0,0,0,0,11,135000,IR1,Gtl,1Story,5,5,TA,TA,TA,TA,No,TA,TA,NA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,NWAmes,Feedr,Norm,Duplex,Gable,CompShg,Plywood,Plywood,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,Unf,Unf,Detchd,Unf,NA,BrkFace,SBrkr,90
1338,1941,1950,2006,0,153.0,4118,0.0,0,0,693,693,693,0,0,693,0,0,1,0,2,1,4,0,0,0,0,20,0,0,0,0,0,3,52500,IR1,Mod,1Story,4,4,TA,TA,TA,TA,No,Fa,Fa,NA,NA,NA,NA,NA,RM,Pave,Bnk,AllPub,Corner,OldTown,Feedr,Norm,1Fam,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,Grav,N,Typ,N,WD,Normal,Grvl,Unf,Unf,NA,NA,NA,None,FuseA,30
1339,2002,2002,2006,4,95.0,13450,0.0,700,0,216,916,920,941,0,1861,1,0,2,1,3,1,8,0,2,492,146,91,0,0,0,0,0,6,200000,IR1,Gtl,2Story,7,5,Gd,TA,Gd,TA,No,Ex,Gd,NA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Corner,CollgCr,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,WD,Normal,NA,GLQ,Unf,BuiltIn,RFn,NA,None,SBrkr,60
